Rk,Player,Age,Tm,Pos,GP,G,A,PTS,PPP,+/-,PIM,EV Goals,PP Goals,SH Goals,GWG,EV Assists,PP Assists,SH Assists,S,S%,ATOI,BLK,HIT,FOW,FOL,FO%
686,Greg Pateryn,29,MIN,D,20,0,3,3,0,1,6,0,0,0,0,3,0,0,22,0,15:28,30,25,0,0,
687,Andrew Peeke,21,CBJ,D,22,1,2,3,0,1,4,1,0,0,0,2,0,0,23,4.3,13:51,21,25,0,0,
688,Nic Petan,24,TOR,C,16,0,3,3,0,-4,4,0,0,0,0,3,0,0,19,0,11:07,4,7,1,3,25
689,Calle Rosen,25,TOR,D,12,0,3,3,0,0,4,0,0,0,0,3,0,0,14,0,13:35,7,3,0,0,
690,Luke Schenn,30,TBL,D,25,1,2,3,0,-8,23,1,0,0,0,2,0,0,31,3.2,12:27,21,83,0,0,
691,Dylan Sikura,24,CHI,C,9,1,2,3,0,1,0,1,0,0,0,2,0,0,10,10,9:54,2,0,0,3,0
692,Givani Smith,21,DET,RW,21,2,1,3,0,-2,9,2,0,0,0,1,0,0,22,9.1,9:41,3,42,0,0,
693,Vladimir Sobotka,32,BUF,C,16,1,2,3,0,2,4,1,0,0,0,2,0,0,23,4.3,14:16,7,26,39,31,55.7
694,Matt Tennyson,29,NJD,D,20,0,3,3,0,-2,6,0,0,0,0,3,0,0,14,0,12:09,18,27,0,0,
695,Mikhail Vorobyev,23,PHI,C,20,1,2,3,0,-5,6,1,0,0,0,2,0,0,15,6.7,10:26,3,4,78,62,55.7
696,Yannick Weber,31,NSH,D,41,1,2,3,0,-1,14,1,0,0,1,2,0,0,45,2.2,14:01,38,37,0,0,
697,Luke Witkowski,29,TBL,D,12,1,2,3,0,-4,13,1,0,0,0,2,0,0,10,10,8:48,3,38,0,0,
698,Sven Baertschi,27,VAN,LW,6,0,2,2,2,-2,4,0,0,0,0,0,2,0,7,0,11:49,0,5,0,0,
699,Mark Barberio,29,COL,D,21,0,2,2,0,3,16,0,0,0,0,2,0,0,29,0,14:06,19,13,0,0,
700,Cole Bardreau,26,NYI,F,10,1,1,2,0,-2,6,1,0,0,1,1,0,0,10,10,8:52,1,21,21,29,42
701,Nick Bjugstad,27,PIT,C,13,1,1,2,0,3,8,1,0,0,0,1,0,0,18,5.6,12:14,7,19,38,58,39.6
702,Connor Bunnaman,21,PHI,F,21,1,1,2,0,7,2,1,0,0,0,1,0,0,18,5.6,9:17,2,29,36,60,37.5
703,Nicholas Caamano,21,DAL,RW,12,1,1,2,0,2,4,1,0,0,0,1,0,0,13,7.7,9:58,3,17,1,1,50
704,Sam Carrick,27,ANA,C,9,1,1,2,0,-3,0,0,0,1,0,1,0,0,16,6.3,13:46,8,13,33,39,45.8
705,Fredrik Claesson,27,NJD,D,5,1,1,2,0,1,0,1,0,0,0,1,0,0,1,100,14:29,7,5,0,0,
706,Connor Clifton,24,BOS,D,31,2,0,2,0,4,12,2,0,0,0,0,0,0,20,10,14:25,33,90,0,0,
707,Christian Folin,28,MTL,D,16,1,1,2,0,-1,13,1,0,0,0,1,0,0,13,7.7,14:26,21,38,0,0,
708,Cody Goloubef,30,DET,D,26,1,1,2,0,-3,8,1,0,0,0,1,0,0,18,5.6,15:11,24,45,0,0,
709,Tyler Graovac,26,VAN,C,8,2,0,2,2,-2,2,0,2,0,0,0,0,0,5,40,6:16,3,6,8,14,36.4
710,Joel Hanley,28,DAL,D,8,0,2,2,0,0,6,0,0,0,0,2,0,0,4,0,11:21,8,3,0,0,
711,Joe Hicketts,23,DET,D,6,0,2,2,0,-5,2,0,0,0,0,2,0,0,6,0,18:17,13,14,0,0,
712,Charles Hudon,25,MTL,LW,15,1,1,2,0,-9,0,1,0,0,1,1,0,0,22,4.5,11:32,2,25,1,3,25
713,Adam Johnson,25,PIT,C,7,1,1,2,0,-1,2,1,0,0,0,1,0,0,5,20,6:42,3,4,0,0,
714,Tomas Jurco,27,EDM,RW,12,0,2,2,0,1,4,0,0,0,0,2,0,0,7,0,9:59,3,4,2,2,50
715,Steven Kampfer,31,BOS,D,10,0,2,2,2,2,2,0,0,0,0,0,2,0,13,0,13:38,8,15,0,0,
716,Jeremy Lauzon,22,BOS,D,19,1,1,2,0,5,29,1,0,0,0,1,0,0,20,5,15:25,23,32,0,0,
717,Gerald Mayhew,27,MIN,F,13,2,0,2,0,4,2,2,0,0,0,0,0,0,16,12.5,11:33,6,11,3,3,50
718,Michael McLeod,21,NJD,C,12,0,2,2,0,4,4,0,0,0,0,2,0,0,11,0,10:14,6,19,40,40,50
719,Nicholas Merkley,22,NJD,RW,4,1,1,2,0,0,2,1,0,0,0,1,0,0,8,12.5,11:22,2,9,0,0,
720,Jacob Middleton,24,SJS,D,10,0,2,2,0,-2,9,0,0,0,0,2,0,0,9,0,10:46,5,18,0,0,
721,Logan O'Connor,23,COL,RW,16,2,0,2,0,0,2,2,0,0,1,0,0,0,15,13.3,8:26,8,20,0,1,0
722,Xavier Ouellet,26,MTL,D,12,0,2,2,0,0,4,0,0,0,0,2,0,0,8,0,13:54,15,24,0,0,
723,Matthew Peca,26,OTT,C,14,0,2,2,0,-4,0,0,0,0,0,2,0,0,7,0,10:27,4,15,43,36,54.4
724,Joel Persson,25,EDM,D,13,0,2,2,0,-1,2,0,0,0,0,2,0,0,17,0,15:19,10,6,0,0,
725,Brandon Pirri,28,VEG,C,16,0,2,2,0,-4,8,0,0,0,0,2,0,0,24,0,12:34,5,16,6,3,66.7
726,Ryan Poehling,21,MTL,C,27,1,1,2,0,-4,4,1,0,0,0,1,0,0,26,3.8,10:20,10,38,3,12,20
727,Zachary Senyshyn,22,BOS,RW,4,0,2,2,0,1,0,0,0,0,0,2,0,0,1,0,8:26,1,2,1,0,100
728,Daniel Sprong,22,ANA,RW,8,1,1,2,1,-2,0,0,1,0,0,1,0,0,17,5.9,14:06,3,4,0,0,
729,Nico Sturm,24,MIN,C,6,0,2,2,0,2,0,0,0,0,0,2,0,0,2,0,11:54,5,6,26,23,53.1
730,Nathan Walker,25,STL,C,5,1,1,2,0,-2,4,1,0,0,0,1,0,0,6,16.7,11:08,1,10,1,0,100
731,Scott Wilson,27,BUF,C,6,1,1,2,0,1,2,1,0,0,0,1,0,0,8,12.5,11:38,0,3,0,0,
732,Pontus Aberg,26,TOR,LW,5,0,1,1,0,0,0,0,0,0,0,1,0,0,4,0,8:42,1,1,0,0,
733,Vitaly Abramov,21,OTT,RW,2,1,0,1,0,0,2,1,0,0,0,0,0,0,3,33.3,5:47,0,0,0,0,
734,Michael Anderson,20,LAK,D,6,1,0,1,0,4,0,1,0,0,1,0,0,0,9,11.1,18:09,10,10,0,0,
735,Lias Andersson,21,NYR,C,17,0,1,1,0,-8,4,0,0,0,0,1,0,0,13,0,9:33,8,20,41,47,46.6
736,Andy Andreoff,28,PHI,LW,14,0,1,1,0,-3,2,0,0,0,0,1,0,0,14,0,8:32,4,20,4,4,50
737,Anthony Angello,23,PIT,C,8,1,0,1,0,-1,4,1,0,0,0,0,0,0,5,20,5:43,5,13,0,1,0
738,J.C. Beaudin,22,OTT,C,22,0,1,1,0,-4,7,0,0,0,0,1,0,0,18,0,8:38,11,51,62,56,52.5
739,Tyler Benson,21,EDM,LW,7,0,1,1,0,-1,0,0,0,0,0,1,0,0,5,0,10:23,1,3,1,0,100
740,Lean Bergmann,21,SJS,F,12,0,1,1,0,-6,4,0,0,0,0,1,0,0,11,0,8:16,5,29,0,2,0
741,Clark Bishop,23,CAR,C,5,0,1,1,0,-2,4,0,0,0,0,1,0,0,4,0,7:39,0,5,13,21,38.2
742,Jonny Brodzinski,26,SJS,C,3,0,1,1,0,0,0,0,0,0,0,1,0,0,5,0,7:24,0,3,0,1,0
743,Troy Brouwer,34,STL,RW,13,1,0,1,0,1,7,1,0,0,0,0,0,0,12,8.3,9:28,6,24,1,1,50
744,Patrick Brown,27,VEG,C,1,1,0,1,0,0,0,1,0,0,0,0,0,0,2,50,10:04,0,6,0,0,
745,Kyle Capobianco,22,ARI,D,9,1,0,1,0,-1,2,1,0,0,0,0,0,0,10,10,14:46,10,14,0,0,
746,Lucas Carlsson,22,CHI,D,6,0,1,1,0,3,0,0,0,0,0,1,0,0,3,0,14:08,6,11,0,0,
747,Daniel Carr,28,NSH,LW,11,1,0,1,0,-5,4,1,0,0,0,0,0,0,14,7.1,10:20,2,10,0,1,0
748,Colby Cave,25,EDM,C,11,1,0,1,0,-3,4,1,0,0,0,0,0,0,5,20,9:39,3,17,36,41,46.8
749,Peter Cehlarik,24,BOS,LW,3,0,1,1,0,-1,2,0,0,0,0,1,0,0,0,,11:16,2,2,1,1,50
750,Cory Conacher,30,TBL,LW,4,0,1,1,0,-2,4,0,0,0,0,1,0,0,5,0,11:05,1,3,0,0,
751,Carl Dahlstrom,25,WPG,D,15,0,1,1,0,-4,6,0,0,0,0,1,0,0,9,0,14:46,13,5,0,0,
752,Jonathan Davidsson,22,OTT,RW,6,0,1,1,0,0,0,0,0,0,0,1,0,0,3,0,5:31,1,5,0,0,
753,Martin Fehervary,20,WSH,D,6,0,1,1,0,-2,6,0,0,0,0,1,0,0,7,0,15:59,2,14,0,0,
754,Cale Fleury,21,MTL,D,41,1,0,1,0,-4,6,1,0,0,0,0,0,0,45,2.2,14:21,45,102,0,0,
755,Derek Forbort,27,CGY,D,20,0,1,1,0,-5,4,0,0,0,0,1,0,0,22,0,17:49,30,35,0,0,
756,Liam Foudy,19,CBJ,C,2,0,1,1,0,1,0,0,0,0,0,1,0,0,3,0,14:13,0,3,0,0,
757,Mark Friedman,24,PHI,D,6,0,1,1,0,0,2,0,0,0,0,1,0,0,2,0,13:35,5,8,0,0,
758,Brendan Gaunce,25,BOS,C,1,0,1,1,0,1,2,0,0,0,0,1,0,0,0,,9:10,0,2,0,1,0
759,Timothy Gettinger,21,NYR,LW,2,0,1,1,0,1,0,0,0,0,0,1,0,0,3,0,8:23,1,5,0,2,0
760,Jordan Gross,24,ARI,D,2,0,1,1,0,2,0,0,0,0,0,1,0,0,3,0,16:11,1,0,0,0,
761,David Gustafsson,19,WPG,C,22,1,0,1,0,-2,0,1,0,0,1,0,0,0,4,25,6:09,6,5,34,29,54
762,Jani Hakanpaa,27,ANA,D,5,1,0,1,0,1,2,1,0,0,0,0,0,0,4,25,18:07,7,15,0,0,
763,Micheal Haley,33,NYR,C,22,1,0,1,0,-7,50,1,0,0,0,0,0,0,9,11.1,5:32,6,36,7,5,58.3
764,David Kase,23,PHI,RW,6,1,0,1,0,1,0,1,0,0,1,0,0,0,5,20,9:47,1,4,1,0,100
765,Joel Kiviranta,23,DAL,F,11,1,0,1,0,-1,4,1,0,0,0,0,0,0,13,7.7,10:39,3,17,0,0,
766,Egor Korshkov,23,TOR,F,1,1,0,1,0,1,0,1,0,0,0,0,0,0,1,100,10:08,0,1,0,0,
767,Klim Kostin,20,STL,C,4,1,0,1,0,1,0,1,0,0,0,0,0,0,5,20,8:32,0,6,0,0,
768,Joel L'Esperance,24,DAL,RW,3,1,0,1,0,0,2,1,0,0,0,0,0,0,2,50,7:21,1,1,0,1,0
769,Andrew Ladd,34,NYI,LW,4,1,0,1,0,2,4,1,0,0,0,0,0,0,5,20,11:58,0,23,0,0,
770,Paul Ladue,27,LAK,D,2,0,1,1,0,0,0,0,0,0,0,1,0,0,2,0,12:48,3,2,0,0,
771,Brian Lashoff,29,DET,D,9,0,1,1,0,1,6,0,0,0,0,1,0,0,6,0,14:33,7,16,0,0,
772,Maxim Letunov,23,SJS,C,3,1,0,1,0,0,0,1,0,0,0,0,0,0,3,33.3,9:05,1,0,3,3,50
773,Timothy Liljegren,20,TOR,D,11,0,1,1,0,-5,2,0,0,0,0,1,0,0,2,0,10:18,10,8,0,0,
774,Anton Lindholm,25,COL,D,4,0,1,1,0,1,0,0,0,0,0,1,0,0,1,0,11:47,5,5,0,0,
775,Gustav Lindstrom,21,DET,D,16,0,1,1,1,-6,14,0,0,0,0,0,1,0,9,0,16:32,15,19,0,0,
776,Eetu Luostarinen,21,CAR,C,8,0,1,1,0,-2,0,0,0,0,0,1,0,0,9,0,9:59,2,9,33,30,52.4
777,Ryan MacInnis,23,CBJ,C,10,0,1,1,0,1,0,0,0,0,0,1,0,0,13,0,9:21,3,8,10,17,37
778,Brandon Manning,29,EDM,D,9,1,0,1,0,-1,17,1,0,0,0,0,0,0,8,12.5,11:03,6,10,0,0,
779,Mason Marchment,24,TOR,F,4,0,1,1,0,0,0,0,0,0,0,1,0,0,3,0,8:05,0,3,1,0,100
780,Niko Mikkola,23,STL,D,5,0,1,1,0,3,0,0,0,0,0,1,0,0,10,0,14:22,3,5,0,0,
781,Aaron Ness,29,ARI,D,24,0,1,1,0,1,0,0,0,0,0,1,0,0,11,0,12:32,20,17,0,0,
782,Mathieu Olivier,22,NSH,F,8,0,1,1,0,1,4,0,0,0,0,1,0,0,6,0,7:33,1,17,0,0,
783,Alan Quine,26,CGY,C,9,1,0,1,0,-1,4,1,0,0,0,0,0,0,12,8.3,9:48,2,6,1,0,100
784,Gage Quinney,24,VEG,F,3,0,1,1,0,-1,0,0,0,0,0,1,0,0,2,0,9:43,0,2,8,9,47.1
785,Jason Robertson,20,DAL,LW,3,0,1,1,1,0,0,0,0,0,0,0,1,0,4,0,12:19,0,1,0,0,
786,Buddy Robinson,28,CGY,RW,5,1,0,1,0,0,7,1,0,0,0,0,0,0,6,16.7,12:14,5,14,0,0,
787,Miikka Salomaki,26,NSH,RW,5,1,0,1,0,2,4,1,0,0,1,0,0,0,2,50,12:09,3,9,0,0,
788,Nick Seeler,26,CHI,D,12,0,1,1,0,-8,15,0,0,0,0,1,0,0,5,0,11:56,21,19,0,0,
789,Kiefer Sherwood,24,ANA,RW,10,0,1,1,0,-1,6,0,0,0,0,1,0,0,17,0,13:20,4,24,3,1,75
790,Gemel Smith,25,TBL,C,3,1,0,1,0,0,4,1,0,0,0,0,0,0,1,100,9:10,2,1,13,7,65
791,Chris Stewart,32,PHI,RW,16,0,1,1,0,-7,21,0,0,0,0,1,0,0,5,0,7:47,4,35,0,0,
792,Ben Street,32,NJD,C,3,0,1,1,0,1,0,0,0,0,0,1,0,0,4,0,8:08,0,3,5,6,45.5
793,Jack Studnicka,20,BOS,C,2,0,1,1,0,2,2,0,0,0,0,1,0,0,3,0,12:08,0,2,9,6,60
794,Carsen Twarynski,22,PHI,F,15,1,0,1,0,-2,4,1,0,0,0,0,0,0,14,7.1,10:41,8,40,0,2,0
795,T.J. Tynan,27,COL,C,16,0,1,1,0,-1,2,0,0,0,0,1,0,0,7,0,8:28,3,7,3,15,16.7
796,Lukas Vejdemo,24,MTL,C,7,1,0,1,0,0,0,1,0,0,0,0,0,0,7,14.3,8:01,3,8,1,4,20
797,Alexander Volkov,22,TBL,RW,9,0,1,1,0,-6,6,0,0,0,0,1,0,0,7,0,10:16,2,10,1,3,25
798,Zach Whitecloud,23,VEG,D,16,0,1,1,0,3,4,0,0,0,0,1,0,0,9,0,14:19,16,10,0,0,
799,Karl Alzner,31,MTL,D,4,0,0,0,0,-1,0,0,0,0,0,0,0,0,4,0,13:55,4,1,0,0,
800,Jaret Anderson-Dolan,20,LAK,C,4,0,0,0,0,-1,0,0,0,0,0,0,0,0,2,0,10:16,0,3,5,8,38.5
801,Justin Bailey,24,VAN,RW,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5:20,0,4,0,0,
802,Riley Barber,25,MTL,RW,9,0,0,0,0,-1,2,0,0,0,0,0,0,0,6,0,8:15,1,15,1,0,100
803,Nicolas Beaudin,20,CHI,D,1,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,17:01,2,2,0,0,
804,Jake Bischoff,25,VEG,D,4,0,0,0,0,-2,4,0,0,0,0,0,0,0,6,0,15:36,8,8,0,0,
805,Tobias Bjornfot,18,LAK,D,3,0,0,0,0,-4,0,0,0,0,0,0,0,0,0,,12:58,0,0,0,0,
806,Joachim Blichfeld,21,SJS,W,3,0,0,0,0,-2,2,0,0,0,0,0,0,0,3,0,12:46,4,3,0,0,
807,Anton Blidh,24,BOS,LW,7,0,0,0,0,-1,0,0,0,0,0,0,0,0,9,0,11:31,5,20,0,1,0
808,Henrik Borgström,22,FLA,C,4,0,0,0,0,-2,2,0,0,0,0,0,0,0,3,0,12:23,0,1,13,14,48.1
809,Paul Carey,31,BOS,C,1,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,,6:22,1,0,0,0,
810,Gabriel Carlsson,23,CBJ,D,6,0,0,0,0,-1,2,0,0,0,0,0,0,0,3,0,10:53,0,5,0,0,
811,Trevor Carrick,25,SJS,D,3,0,0,0,0,0,5,0,0,0,0,0,0,0,1,0,5:47,0,1,0,0,
812,Alexandre Carrier,23,NSH,D,3,0,0,0,0,2,2,0,0,0,0,0,0,0,4,0,10:47,0,3,0,0,
813,Michael Chaput,27,ARI,C,2,0,0,0,0,-2,2,0,0,0,0,0,0,0,2,0,10:01,2,3,7,6,53.8
814,Andrei Chibisov,26,WPG,F,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,7:27,1,1,0,0,
815,Kale Clague,21,LAK,D,4,0,0,0,0,-3,2,0,0,0,0,0,0,0,2,0,14:34,4,1,0,0,
816,Kevin Connauton,29,COL,D,4,0,0,0,0,-2,0,0,0,0,0,0,0,0,4,0,15:30,6,6,0,0,
817,Marko Daňo,25,CBJ,C,3,0,0,0,0,-1,2,0,0,0,0,0,0,0,2,0,7:10,3,5,0,0,
818,Brandon Davidson,28,SJS,D,12,0,0,0,0,-3,0,0,0,0,0,0,0,0,17,0,12:29,20,24,0,0,
819,Chase De Leo,24,ANA,C,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,14:59,0,1,0,1,0
820,Jean-Sebastien Dea,25,BUF,C,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,7:38,0,3,1,1,50
821,Thomas Di Pauli,25,PIT,C,2,0,0,0,0,-3,10,0,0,0,0,0,0,0,2,0,5:59,1,4,0,0,
822,Sheldon Dries,25,COL,C,5,0,0,0,0,-2,0,0,0,0,0,0,0,0,2,0,6:52,2,16,4,2,66.7
823,Gabriel Dumont,29,MIN,C,3,0,0,0,0,-1,0,0,0,0,0,0,0,0,3,0,11:30,2,9,6,9,40
824,Jonathan Ericsson,35,DET,D,18,0,0,0,0,-12,4,0,0,0,0,0,0,0,16,0,14:15,14,24,0,0,
825,Steven Fogarty,26,NYR,C,7,0,0,0,0,-1,0,0,0,0,0,0,0,0,2,0,5:53,4,4,6,3,66.7
826,Trent Frederic,21,BOS,C,2,0,0,0,0,-1,0,0,0,0,0,0,0,0,1,0,6:26,0,8,0,0,
827,Rhett Gardner,23,DAL,C,8,0,0,0,0,0,2,0,0,0,0,0,0,0,8,0,10:08,2,8,25,28,47.2
828,Brian Gibbons,31,CAR,C,15,0,0,0,0,-7,4,0,0,0,0,0,0,0,9,0,9:46,9,7,0,0,
829,John Gilmour,26,BUF,D,4,0,0,0,0,-2,0,0,0,0,0,0,0,0,5,0,17:03,3,3,0,0,
830,Nikolay Goldobin,24,VAN,LW,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,8:37,0,1,0,0,
831,Kevin Gravel,27,TOR,D,3,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,11:05,3,2,0,0,
832,Brandon Hagel,21,CHI,LW,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,11:48,1,1,0,0,
833,Cameron Hughes,23,BOS,C,1,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,,9:53,2,1,0,0,
834,Joshua Jacobs,23,NJD,D,2,0,0,0,0,1,2,0,0,0,0,0,0,0,3,0,16:36,4,3,0,0,
835,Luke Johnson,25,MIN,C,3,0,0,0,0,-3,0,0,0,0,0,0,0,0,1,0,11:35,0,6,16,16,50
836,Nikolai Knyzhov,21,SJS,D,3,0,0,0,0,-1,2,0,0,0,0,0,0,0,0,,10:49,4,4,0,0,
837,Otto Koivula,21,NYI,LW,12,0,0,0,0,0,2,0,0,0,0,0,0,0,4,0,7:55,4,12,24,41,36.9
838,Keegan Kolesar,22,VEG,RW,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,12:06,0,2,1,0,100
839,Janne Kuokkanen,21,NJD,C,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,12:04,0,3,0,0,
840,William Lagesson,23,EDM,D,8,0,0,0,0,-4,0,0,0,0,0,0,0,0,8,0,11:52,12,4,0,0,
841,Maxime Lajoie,22,OTT,D,6,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,7:49,3,2,0,0,
842,Otto Leskinen,22,MTL,D,5,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,10:18,1,13,0,0,
843,Mark Letestu,34,WPG,C,7,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,10:36,5,3,25,21,54.3
844,Tyler Lewington,25,WSH,D,6,0,0,0,0,-2,17,0,0,0,0,0,0,0,2,0,10:10,7,13,0,0,
845,Joona Luoto,22,WPG,F,16,0,0,0,0,-3,2,0,0,0,0,0,0,0,9,0,6:35,8,10,0,0,
846,Beck Malenstyn,21,WSH,LW,3,0,0,0,0,-1,0,0,0,0,0,0,0,0,4,0,9:16,1,5,0,0,
847,Dylan McIlrath,27,DET,D,16,0,0,0,0,-4,23,0,0,0,0,0,0,0,14,0,14:49,12,48,0,0,
848,Jayson Megna,29,COL,C,8,0,0,0,0,-1,2,0,0,0,0,0,0,0,4,0,6:43,5,10,0,1,0
849,Brennan Menell,22,MIN,D,5,0,0,0,0,1,2,0,0,0,0,0,0,0,4,0,13:59,4,2,0,0,
850,Samuel Morin,24,PHI,D,1,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,,12:32,0,2,0,0,
851,Boo Nieves,26,NYR,C,4,0,0,0,0,2,4,0,0,0,0,0,0,0,2,0,7:32,2,3,14,5,73.7
852,Joshua Norris,20,OTT,C,3,0,0,0,0,2,0,0,0,0,0,0,0,0,9,0,17:55,2,3,30,19,61.2
853,Gustav Olofsson,25,MTL,D,3,0,0,0,0,-4,2,0,0,0,0,0,0,0,2,0,8:06,6,1,0,0,
854,Lawrence Pilut,24,BUF,D,13,0,0,0,0,-4,4,0,0,0,0,0,0,0,6,0,16:14,19,10,0,0,
855,Austin Poganski,23,STL,RW,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,5:54,0,0,0,0,
856,Derrick Pouliot,26,STL,D,2,0,0,0,0,-1,2,0,0,0,0,0,0,0,1,0,8:20,1,2,0,0,
857,Dalton Prout,29,SJS,D,2,0,0,0,0,0,7,0,0,0,0,0,0,0,2,0,12:49,3,3,0,0,
858,John Quenneville,23,CHI,C,9,0,0,0,0,-1,0,0,0,0,0,0,0,0,14,0,11:03,3,21,3,1,75
859,Lukas Radil,29,SJS,C,14,0,0,0,0,-3,8,0,0,0,0,0,0,0,12,0,9:24,2,16,1,3,25
860,Anthony Richard,23,NSH,C,1,0,0,0,0,-1,0,0,0,0,0,0,0,0,2,0,4:10,0,0,0,0,
861,German Rubtsov,21,PHI,C,4,0,0,0,0,-1,0,0,0,0,0,0,0,0,1,0,6:48,4,4,6,8,42.9
862,Steven Santini,24,NSH,D,2,0,0,0,0,1,2,0,0,0,0,0,0,0,1,0,9:33,0,3,0,0,
863,Ashton Sautner,25,VAN,D,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2:49,0,0,0,0,
864,Brett Seney,23,NJD,LW,2,0,0,0,0,-1,0,0,0,0,0,0,0,0,1,0,9:56,0,2,0,2,0
865,Michael Sgarbossa,27,WSH,C,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,8:07,0,3,3,3,50
866,Kole Sherwood,23,CBJ,RW,3,0,0,0,0,0,2,0,0,0,0,0,0,0,6,0,6:38,1,10,0,1,0
867,Dalton Smith,27,BUF,LW,1,0,0,0,0,1,2,0,0,0,0,0,0,0,0,,1:26,0,0,0,0,
868,C.J. Suess,25,WPG,LW,1,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,,6:26,0,1,1,3,25
869,Evgeny Svechnikov,23,DET,LW,4,0,0,0,0,-1,2,0,0,0,0,0,0,0,7,0,8:20,1,5,0,0,
870,Jordan Szwarz,28,OTT,RW,3,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,4:55,1,6,4,5,44.4
871,Tage Thompson,22,BUF,C,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,6:59,0,2,0,0,
872,Calvin Thurkauf,22,CBJ,C,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,8:15,0,5,2,0,100
873,Conor Timmins,21,COL,D,2,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,10:25,0,0,0,0,
874,Zach Trotman,29,PIT,D,8,0,0,0,0,-1,4,0,0,0,0,0,0,0,11,0,14:43,10,21,0,0,
875,Urho Vaakanainen,21,BOS,D,5,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,16:51,3,8,0,0,
876,Max Veronneau,24,OTT,RW,4,0,0,0,0,-2,0,0,0,0,0,0,0,0,3,0,8:25,2,2,0,0,
877,Oliver Wahlstrom,19,NYI,RW,9,0,0,0,0,-2,4,0,0,0,0,0,0,0,9,0,10:17,4,10,0,3,0
878,Jake Walman,23,STL,D,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,11:04,1,0,0,0,
879,Anton Wedin,26,CHI,F,4,0,0,0,0,1,4,0,0,0,0,0,0,0,2,0,9:04,1,5,0,0,
880,Colton White,22,NJD,D,6,0,0,0,0,-2,4,0,0,0,0,0,0,0,2,0,13:59,4,3,0,0,
881,Christian Wolanin,24,OTT,D,3,0,0,0,0,1,0,0,0,0,0,0,0,0,4,0,17:41,4,0,0,0,
882,Alexander Yelesin,23,CGY,D,4,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,12:30,0,13,0,0,
883,Danil Yurtaykin,22,SJS,F,4,0,0,0,0,-1,0,0,0,0,0,0,0,0,2,0,13:00,2,3,0,0,
